InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Empty5,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
2672,2853,Adam Pelech,http://www.tsn.ca/nhl/player-bio/adam-pelech,14,ONT,1994-08-16,26,217,76,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,2850000,2850000,2850000,2850000,0,0,0,0,0,0,0,,0,100,0,8476917,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,86,46,84,72,81,82,75,61,25,55,48,97,25,61,62,67,50,72,11,7,0,2,2,-4,8,0,19,1,10,11,9,0,0,0,0,0,0,0,10709,0,0,0,0,0,0,0,0,1246,0,0,1174,0,0,0,0,0,0,210,425,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,
2673,2854,Alex Boak,,0,USA,1989-07-01,31,216,73,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,66,52,50,66,76,47,40,45,30,40,41,53,48,64,60,55,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2674,2855,Alex Gudbranson,,0,CAN,1994-07-01,26,205,74,False,False,False,True,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,49,35,79,67,76,45,40,45,30,40,42,53,48,54,51,95,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2675,2856,Alex Guptill,http://www.tsn.ca/nhl/player-bio/alex-guptill,0,ONT,1992-07-01,28,175,75,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,69,68,72,59,68,56,58,47,62,55,43,56,41,44,44,1,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2676,2857,Alexandre Carrier,,0,CAN,1991-07-01,29,210,75,False,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,51,35,75,68,80,45,40,45,30,41,41,50,48,60,56,71,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2677,2858,Allan McPherson,http://www.eliteprospects.com/player.php?player=78111,0,AB,1991-04-08,29,181,70,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,71,65,85,64,65,47,48,48,60,45,45,59,43,44,44,52,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2678,2859,Andreas Athanasiou,http://www.tsn.ca/nhl/player-bio/andreas-athanasiou,17,ONT,1994-08-05,26,188,74,True,True,True,False,1,False,False,False,False,False,True,True,False,False,False,0,3700000,3700000,0,0,0,0,0,0,0,0,0,,0,100,0,8476960,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,69,64,84,92,71,72,83,75,44,72,72,62,75,66,67,73,50,69,11,33,1,3,4,-2,0,0,1,5,18,7,15,0,0,8,22,0,0,0,13602,0,1,2,7,1822,0,0,0,2572,0,0,1544,0,0,0,0,0,0,315,765,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
2679,2860,Andrew O'Brien,http://www.tsn.ca/nhl/player-bio/andrew-obrien,0,ONT,1992-11-21,27,208,76,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,618333,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,67,78,41,62,78,47,48,44,25,28,43,58,41,55,55,48,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2680,2861,Anthony Mantha,http://www.tsn.ca/nhl/player-bio/anthony-mantha,16,QUE,1994-09-15,26,225,77,False,True,True,False,5,False,False,False,False,False,True,True,False,False,False,0,5250000,5250000,5250000,5250000,5250000,5250000,0,0,0,0,0,,0,100,0,8477511,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,76,45,78,80,85,79,72,89,40,85,86,56,25,65,65,80,50,73,10,30,4,4,8,0,12,0,3,11,34,27,8,0,1,5,21,0,2,0,12706,0,4,2,10,1855,0,0,0,1905,0,0,1159,0,0,0,0,0,0,90,1425,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,
2681,2862,Ben Johnson,http://www.eliteprospects.com/player.php?player=94248,0,USA,1994-07-01,26,187,72,False,True,False,False,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,77,68,99,62,68,40,37,49,56,44,59,61,56,44,44,1,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2682,2863,Ben Sexton,http://www.tsn.ca/nhl/player-bio/ben-sexton,0,ONT,1991-06-06,29,196,71,True,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,71,70,74,67,70,57,57,58,73,56,54,64,51,55,55,59,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2683,2864,Ben Thomson,http://www.tsn.ca/nhl/player-bio/ben-thomson,0,ONT,1993-01-16,27,205,75,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,70,77,54,66,77,70,76,50,50,47,46,61,44,55,55,54,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2684,2865,Ben Walker,http://www.eliteprospects.com/player.php?player=75089,0,USA,1993-07-01,27,190,71,True,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,70,69,72,61,69,48,49,41,58,46,39,54,37,44,44,1,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2685,2866,Benjamin Dieude-Fauvel,,0,FRA,1986-07-01,34,220,74,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,49,35,78,64,79,45,40,45,30,37,40,51,47,70,64,31,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2687,2868,Brad Richard,,0,CAN,1989-07-01,31,195,70,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,43,35,84,70,64,45,40,45,30,37,41,50,48,64,59,55,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2689,2870,Brady Brassart,https://www.tsn.ca/nhl/player-bio/brady-brassart,0,BC,1993-06-15,27,207,73,True,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,78,75,84,65,75,70,76,50,63,47,46,65,44,55,55,56,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2690,2871,Branden Troock,https://www.tsn.ca/nhl/player-bio/branden-troock,0,AB,1994-03-19,26,220,74,False,False,True,False,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8476938,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,83,81,88,51,81,49,47,57,50,48,62,67,59,44,44,61,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2692,2873,Brandon McNally,http://www.eliteprospects.com/player.php?player=75027,0,USA,1992-07-01,28,185,74,False,True,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,71,70,72,66,70,48,49,41,57,44,42,55,40,44,44,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2693,2874,Brandon Montour,https://www.tsn.ca/nhl/player-bio/brandon-montour,12,ONT,1994-04-11,26,192,72,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,925000,925000,0,0,0,0,0,0,0,0,0,,0,100,0,8477986,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,76,43,84,86,70,78,85,62,25,58,50,72,75,64,65,64,50,68,10,6,1,5,6,0,4,0,8,2,14,7,9,0,0,0,0,0,0,0,9384,0,0,3,2,1150,0,0,0,20,0,0,770,0,0,0,0,0,0,0,895,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,
2694,2875,Brant Harris,http://www.eliteprospects.com/player.php?player=49262,0,SKW,1989-07-01,31,205,73,False,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,82,75,99,63,75,36,35,36,58,41,35,60,33,44,44,1,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2695,2876,Brendan Gaunce,http://www.tsn.ca/nhl/player-bio/brendan-gaunce,10,ONT,1994-03-25,26,217,74,True,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,775000,775000,775000,0,0,0,0,0,0,0,0,,0,100,0,8476867,0,0,0,,0,3,2,2,2,2,2,2,2,2,2,80,79,81,71,79,72,75,65,80,59,64,71,61,60,60,67,50,64,11,7,0,0,0,-5,2,0,3,0,3,6,11,0,0,40,79,0,0,0,4146,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,
2696,2877,Brendan Leipsic,https://www.tsn.ca/nhl/player-bio/brendan-leipsic,26,MB,1994-05-19,26,180,70,False,True,True,False,1,False,False,False,False,False,True,True,False,False,False,0,895000,895000,0,0,0,0,0,0,0,0,0,,0,100,0,8476894,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,73,52,92,71,65,53,79,64,38,61,57,63,25,63,63,62,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,6,10,16,11,14,0,3,9,34,17,24,2,0,9,14,0,0,0,13908,0,1,2,5,1791,0,0,1,1156,0,0,2583,0,0,0,1,0,0,3,6,0,0,495,3505,3505,
2698,2879,Brett Findlay,http://www.eliteprospects.com/player.php?player=61006,0,ONT,1992-10-13,28,190,72,True,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,74,70,83,62,70,59,60,59,74,56,58,63,55,44,44,61,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2699,2880,Brock McGinn,http://www.tsn.ca/nhl/player-bio/brock-mcginn,8,ONT,1994-02-01,26,185,72,False,True,True,False,2,False,False,False,False,False,True,True,False,False,False,0,2100000,2100000,2100000,0,0,0,0,0,0,0,0,,0,100,0,8476934,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,77,53,91,76,69,64,92,59,37,62,59,80,75,66,67,67,50,65,11,17,0,4,4,-2,2,0,0,3,11,21,9,0,0,5,10,0,0,0,10614,0,0,0,1,1196,0,0,0,0,0,0,946,0,0,0,0,0,0,25,945,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,
2700,2881,C.J. Ludwig,,0,USA,1990-07-01,30,195,72,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,61,41,57,69,69,45,40,45,30,40,41,51,48,62,58,63,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2702,2883,Caleb Herbert,https://www.tsn.ca/nhl/player-bio/caleb-herbert,0,USA,1991-10-12,29,185,71,True,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,69,67,72,66,67,54,57,46,58,38,47,60,45,54,54,52,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2703,2884,Carter Sandlak,http://www.tsn.ca/nhl/player-bio/carter-sandlak,0,BC,1993-07-01,27,200,74,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,82,75,99,64,75,47,49,37,59,42,35,60,33,44,44,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2704,2885,Chad Nehring,http://www.tsn.ca/nhl/player-bio/chad-nehring,0,SKW,1987-06-14,33,201,71,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,77,72,90,64,72,74,79,54,68,55,48,63,46,44,44,58,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2705,2886,Chandler Stephenson,http://www.tsn.ca/nhl/player-bio/chandler-stephenson,30,SKW,1994-04-22,26,203,72,True,True,True,False,1,False,False,False,False,False,True,True,False,False,False,0,925000,925000,0,0,0,0,0,0,0,0,0,,0,100,0,8476905,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,71,43,91,79,73,67,82,65,73,68,70,71,25,63,65,71,50,66,12,17,2,2,4,1,0,0,3,2,13,2,2,2,0,2,4,0,0,0,4928,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,1,0,0,455,1170,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
2706,2887,Charles Hudon,http://www.tsn.ca/nhl/player-bio/charles-hudon,17,QUE,1994-06-23,26,188,70,False,True,True,False,1,False,False,False,False,False,True,True,False,False,False,0,725000,725000,0,0,0,0,0,0,0,0,0,,0,100,0,8476948,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,82,44,99,74,66,59,64,64,33,57,58,54,75,59,59,62,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2707,2888,Charlie Dodero,http://www.eliteprospects.com/player.php?player=37973,0,USA,1992-07-01,28,190,74,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,65,72,47,62,72,45,47,34,25,35,35,49,33,44,44,1,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2709,2890,Chase Schaber,,0,CAN,1991-07-01,29,194,72,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,46,35,82,72,69,45,40,47,30,41,44,50,50,60,56,71,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2711,2892,Clark Seymour,http://www.tsn.ca/nhl/player-bio/clark-seymour,0,ONT,1993-07-01,27,202,76,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,76,77,72,62,77,39,37,45,25,49,44,59,42,44,44,1,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2712,2893,Cody Bass,https://www.eliteprospects.com/player/9358/cody-bass,0,ONT,1987-01-07,33,205,72,True,True,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,64,74,39,68,74,54,56,49,61,46,46,55,44,44,44,51,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2713,2894,Cody Corbett,http://www.tsn.ca/nhl/player-bio/cody-corbett,0,USA,1993-12-14,26,204,73,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,79,74,91,66,74,48,48,52,25,58,42,64,40,44,44,54,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
