InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
167,524,Ryan Bednard,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=171580,0,USA,1997-03-31,25,205,77,1,True,False,False,False,False,True,True,False,False,False,0,817500,817500,0,0,0,0,0,0,0,0,0,,0,100,0,8478920,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,51,64,86,62,59,55,62,59,58,30,44,44,58,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,525,Filip Larsson,https://www.eliteprospects.com/player/264409/filip-larsson,0,SWE,1998-08-17,23,181,74,2,True,False,False,False,False,True,True,False,False,False,0,836666,836666,836666,0,0,0,0,0,0,0,0,,0,100,0,8479548,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,44,49,61,71,40,42,50,51,44,45,30,44,44,46,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,168,Thomas Greiss,http://www.tsn.ca/nhl/player-bio/thomas-greiss,4,GER,1986-01-29,36,232,74,1,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,0,0,0,0,0,0,0,0,0,,2,100,0,8471306,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,76,70,69,88,81,72,67,77,82,76,92,66,67,75,50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,169,Tuukka Rask,http://www.tsn.ca/nhl/player-bio/tuukka-rask,23,FIN,1987-03-10,35,176,75,1,False,False,False,False,False,True,True,False,False,False,0,7500000,7500000,0,0,0,0,0,0,0,0,0,,0,100,0,8471695,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,83,72,72,75,88,78,87,84,88,83,91,73,77,76,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,526,Kevin Poulin,https://www.tsn.ca/nhl/player-bio/kevin-poulin,0,GER,1995-01-01,27,200,72,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8474690,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,55,69,73,62,60,55,63,59,58,30,44,44,59,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,171,Tyler Sims,,0,GER,1985-07-01,36,190,72,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,50,70,78,50,50,50,56,50,55,51,61,57,50,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,527,Kyle Keyser,https://www.tsn.ca/nhl/player-bio/kyle-keyser,0,USA,1999-03-08,23,178,74,2,True,False,False,False,False,True,True,False,False,False,0,733333,733333,733333,0,0,0,0,0,0,0,0,,0,100,0,8480356,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,56,43,54,69,61,57,56,61,59,58,30,44,44,56,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,548,Samuel Harvey,https://www.eliteprospects.com/player/251478/samuel-harvey,0,QUE,1998-02-04,24,185,72,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,52,48,60,68,54,53,50,56,52,52,30,44,44,52,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,175,Alex Stalock,http://www.tsn.ca/nhl/player-bio/alex-stalock,26,USA,1987-07-28,34,198,72,2,False,False,False,False,True,True,True,False,False,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,26,100,0,8471774,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,76,63,63,72,78,74,72,77,80,76,90,60,61,74,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,549,Stefanos Lekkas,https://www.tsn.ca/nhl/player-bio/stefanos-lekkas,0,USA,1996-01-17,26,181,72,1,True,False,False,False,False,True,True,False,False,False,0,700000,700000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,46,53,66,66,42,45,50,53,45,46,30,44,44,48,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,550,Jake Kielly,https://www.tsn.ca/nhl/player-bio/jake-kielly,0,USA,1996-09-10,25,201,74,1,True,False,False,False,False,True,True,False,False,False,0,700000,700000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,47,51,64,78,44,46,50,53,46,47,30,44,44,48,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,551,Cale Morris,https://www.eliteprospects.com/player/204410/cale-morris,0,USA,1996-05-22,26,190,73,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,62,53,66,73,66,63,57,65,62,61,30,44,44,61,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,552,Jiri Patera,https://www.tsn.ca/nhl/player-bio/jiri-patera,0,CZE,1999-02-24,23,209,74,3,True,False,False,False,False,True,True,False,False,False,0,800000,800000,800000,800000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,49,55,69,80,47,49,50,55,48,48,30,44,44,50,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,553,Mads Sogaard,https://www.eliteprospects.com/player/265409/mads-sogaard,0,DEN,2000-12-13,21,201,79,3,True,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,925000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,65,54,68,86,68,65,69,73,68,68,30,44,44,66,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,554,Daniil Tarasov,https://www.eliteprospects.com/player/359971/daniil-tarasov,0,RUS,1999-03-27,23,185,77,3,True,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,925000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,55,69,80,49,51,50,55,49,49,30,44,44,51,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,555,Trent Miner,https://www.eliteprospects.com/player/351216/trent-miner,0,MAN,2001-02-05,21,185,73,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,52,51,64,70,53,60,52,57,60,58,30,44,44,55,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,556,Ivan Nalimov,https://www.tsn.ca/nhl/player-bio/ivan-nalimov,0,RUS,1994-03-11,28,210,76,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,48,50,63,85,46,47,50,54,48,48,30,44,44,49,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
184,557,Billy Christopoulos,https://www.eliteprospects.com/player/169724/billy-christopoulos,0,USA,1994-02-01,28,194,74,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,44,51,64,76,40,43,50,52,44,45,30,44,44,46,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
186,558,Spencer Knight,https://www.tsn.ca/nhl/player-bio/spencer-knight-396730,0,USA,2001-04-18,21,192,75,3,True,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,925000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,42,52,65,78,40,43,40,46,40,40,30,44,44,43,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
188,559,Vasily Demchenko,https://www.tsn.ca/nhl/player-bio/vasili-demchenko,0,RUS,1994-03-15,28,193,74,1,True,False,False,False,False,True,True,False,False,False,0,792500,792500,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,56,53,66,76,55,55,64,66,59,60,30,44,44,58,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189,560,Mareks Mitens,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=195692,0,LAT,1998-01-29,24,185,73,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,53,66,70,49,50,52,56,50,50,30,44,44,51,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
190,351,Antoine Bibeau,http://www.tsn.ca/nhl/player-bio/antoine-bibeau,14,QUE,1994-05-01,28,205,75,1,False,False,False,False,False,True,True,False,False,False,0,0,925000,0,0,0,0,0,0,0,0,0,,0,100,0,8477312,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,57,44,55,81,61,57,58,63,60,60,30,44,44,57,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,272,Philipp Grubauer,http://www.tsn.ca/nhl/player-bio/philipp-grubauer,19,GER,1991-11-21,30,188,73,1,False,False,False,False,False,True,True,False,False,False,0,3330000,3330000,0,0,0,0,0,0,0,0,0,,6,100,0,8475831,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,81,77,75,72,83,78,99,80,88,81,79,63,64,83,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
192,202,Dustin Tokarski,http://www.tsn.ca/nhl/player-bio/dustin-tokarski,0,SKW,1989-09-15,32,198,72,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8474682,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,62,53,52,72,66,58,54,63,73,63,75,45,45,61,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
193,561,Jeff Glass,https://www.tsn.ca/nhl/player-bio/jeff-glass,9,AB,1985-11-18,36,206,75,2,False,False,False,False,True,True,True,False,False,False,0,800000,800000,800000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,44,43,54,82,43,43,50,52,46,47,30,44,44,46,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,204,Jacob Markstrom,http://www.tsn.ca/nhl/player-bio/jacob-markstrom,29,SWE,1990-01-31,32,206,78,3,False,False,False,False,True,True,True,False,False,False,0,4100000,4100000,4100000,4100000,0,0,0,0,0,0,0,,0,100,0,8474593,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,80,83,81,85,82,77,80,80,86,80,92,67,68,73,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
195,562,Jeremy Brodeur,https://www.eliteprospects.com/player/226425/jeremy-brodeur,0,USA,1996-10-29,25,185,72,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,44,55,68,66,61,50,60,60,58,30,44,44,57,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196,563,Peyton Jones,https://www.tsn.ca/nhl/player-bio/peyton-jones-392753,0,USA,1996-02-13,26,209,76,1,True,False,False,False,False,True,True,False,False,False,0,700000,700000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,46,51,64,85,43,45,50,53,46,47,30,44,44,48,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,564,Hunter Shepard,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=176886,0,USA,1995-11-07,26,201,72,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,52,65,73,70,66,72,76,71,71,30,44,44,68,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,565,Tommy Nappier,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=186551,0,USA,1998-06-22,23,214,74,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,44,51,64,81,40,43,50,52,44,45,30,44,44,46,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,209,Robin Lehner,http://www.tsn.ca/nhl/player-bio/robin-lehner,18,SWE,1991-07-24,30,250,76,2,False,False,False,False,False,True,True,False,False,False,0,6000000,6000000,6000000,0,0,0,0,0,0,0,0,,93,100,0,8475215,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,75,67,67,95,77,72,88,71,84,75,45,66,68,73,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,566,Dustin Wolf,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=209887,0,USA,2001-04-16,21,168,72,3,True,False,False,False,False,True,True,False,False,False,0,815833,815833,815833,815833,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,55,69,60,48,50,50,55,49,49,30,44,44,51,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,567,Tom Aubrun,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=187710,0,FRA,1995-07-08,26,160,71,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,63,56,42,44,50,52,45,46,30,44,44,47,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202,212,Adam Morrison,,0,CAN,1991-07-01,30,194,75,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,62,77,60,46,45,47,45,46,55,60,61,71,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,568,Cole Kehler,https://www.tsn.ca/nhl/player-bio/cole-kehler,0,MAN,1997-12-16,24,205,76,1,True,False,False,False,False,True,True,False,False,False,0,700000,700000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,47,51,64,84,42,44,57,57,48,50,30,44,44,50,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,569,Justus Annunen,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=213316,0,FIN,2000-03-11,22,207,75,3,True,False,False,False,False,True,True,False,False,False,0,880833,880833,880833,880833,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,48,60,82,50,50,51,55,50,50,30,44,44,51,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
205,570,Justin Kapelmaster,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=176088,0,USA,1995-10-26,26,205,73,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,66,50,63,76,70,65,72,75,71,71,30,44,44,67,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,571,Devin Cooley,https://www.tsn.ca/nhl/player-bio/devin-cooley,0,USA,1997-05-24,25,192,77,2,True,False,False,False,False,True,True,False,False,False,0,785000,785000,785000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,47,43,54,83,48,47,50,53,49,49,30,44,44,49,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,572,Cedrick Andree,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=209606,0,ONT,2000-06-07,21,169,70,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,47,54,68,55,44,47,50,54,46,47,30,44,44,48,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
208,573,Dylan Garand,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=210112,0,BC,2002-06-07,19,179,73,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,53,66,67,40,43,50,52,44,45,30,44,44,47,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
209,219,Calvin Pickard,http://www.tsn.ca/nhl/player-bio/calvin-pickard,28,NB,1992-04-14,30,210,73,2,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,0,100,0,8475717,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,48,54,68,78,45,47,50,54,47,48,30,57,57,49,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
210,574,Francis Marotte,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=169251,0,QUE,1995-05-01,27,194,73,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,44,51,64,74,40,43,50,52,44,45,30,44,44,46,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
211,221,Carter Hutton,http://www.tsn.ca/nhl/player-bio/carter-hutton,1,ONT,1985-12-18,36,208,72,2,False,False,False,False,False,True,True,False,False,False,0,1250000,1250000,1250000,0,0,0,0,0,0,0,0,,6,100,0,8475622,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,48,55,56,75,50,46,56,50,57,48,71,64,64,52,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
212,575,Scott Darling,https://www.tsn.ca/nhl/player-bio/scott-darling,0,USA,1988-12-21,33,226,77,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,44,51,64,93,40,43,50,52,44,45,30,44,44,46,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,576,Jacob Ingham,https://www.tsn.ca/nhl/player-bio/jacob-ingham,0,ONT,2000-06-09,21,186,76,3,True,False,False,False,False,True,True,False,False,False,0,818333,818333,818333,818333,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,54,68,78,70,66,72,76,71,71,30,44,44,68,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,577,Robbie Beydoun,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=172082,0,USA,1996-10-01,25,185,72,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,63,41,51,68,68,61,72,73,70,70,30,44,44,64,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
215,225,Darcy Kuemper,http://www.tsn.ca/nhl/player-bio/darcy-kuemper,29,SKW,1990-05-04,32,215,77,2,False,False,False,False,True,True,True,False,False,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,8475311,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,73,69,68,89,77,70,82,72,80,74,59,64,65,70,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,578,Brett Brochu,https://www.eliteprospects.com/player/485872/brett-brochu,0,ONT,2002-09-09,19,161,71,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,46,53,66,56,42,45,50,53,45,46,30,44,44,47,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
217,579,Trevin Kozlowski,https://www.eliteprospects.com/player/311845/trevin-kozlowski,0,USA,1997-03-27,25,220,76,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,50,63,88,42,44,50,52,45,46,30,44,44,47,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
