Day,Visitor Team #,Visitor Team,Home Team #,Home Team,Visitor Team #,Visitor Team,Home Team #,Home Team
115,-,-,-,-,2,Chicago Wolves,12,Oklahoma City Barons
115,-,-,-,-,11,Grand Rapids Griffins,25,Peoria Rivermen
115,-,-,-,-,17,Milwaukee Admirals,7,Rockford IceHogs
118,3,Boston Bruins,6,Carolina Hurricanes ,-,-,-,-
118,7,Chicago Blackhawks,9,Columbus Blue Jackets ,-,-,-,-
118,16,Montreal Canadiens,30,Washington Capitals ,-,-,-,-
118,13,Florida Panthers,28,Toronto Maple Leafs ,-,-,-,-
118,19,New York Islanders,2,Atlanta Thrashers ,-,-,-,-
118,21,Ottawa Senators,18,New Jersey Devils ,-,-,-,-
118,22,Philadelphia Flyers,27,Tampa Bay Lightning ,-,-,-,-
118,24,Pittsburgh Penguins,20,New York Rangers ,-,-,-,-
118,14,Los Angeles Kings,15,Minnesota Wild ,-,-,-,-
118,8,Colorado Avalanche,25,St.Louis Blues ,-,-,-,-
118,5,Calgary Flames,17,Nashville Predators ,-,-,-,-
118,29,Vancouver Canucks,10,Dallas Stars ,-,-,-,-
118,23,Phoenix Coyotes,26,San Jose Sharks ,-,-,-,-
119,11,Detroit Red Wings,21,Ottawa Senators ,-,-,-,-
119,19,New York Islanders,24,Pittsburgh Penguins ,-,-,-,-
119,13,Florida Panthers,16,Montreal Canadiens ,-,-,-,-
119,29,Vancouver Canucks,23,Phoenix Coyotes ,-,-,-,-
119,14,Los Angeles Kings,12,Edmonton Oilers ,-,-,-,-
119,26,San Jose Sharks,1,Anaheim Ducks ,-,-,-,-
120,18,New Jersey Devils,20,New York Rangers ,27,Norfolk Admirals,6,Charlotte Checkers
120,10,Dallas Stars,3,Boston Bruins ,25,Peoria Rivermen,12,Oklahoma City Barons
120,5,Calgary Flames,2,Atlanta Thrashers ,-,-,-,-
120,17,Nashville Predators,22,Philadelphia Flyers ,-,-,-,-
120,6,Carolina Hurricanes,28,Toronto Maple Leafs ,-,-,-,-
120,15,Minnesota Wild,8,Colorado Avalanche ,-,-,-,-
121,9,Columbus Blue Jackets,11,Detroit Red Wings ,30,Hershey Bears,18,Albany Devils
121,13,Florida Panthers,18,New Jersey Devils ,16,Hamilton Bulldogs,11,Grand Rapids Griffins
121,4,Buffalo Sabres,24,Pittsburgh Penguins ,19,Bridgeport Sound Tigers,20,Hartford Wolf Pack
121,30,Washington Capitals,27,Tampa Bay Lightning ,9,Springfield Falcons,3,Providence Bruins
121,12,Edmonton Oilers,25,St.Louis Blues ,29,Manitoba Moose,24,Wilkes-Barre/Scranton Penguins
121,7,Chicago Blackhawks,29,Vancouver Canucks ,1,Syracuse Crunch,22,Adirondack Phantoms
121,-,-,-,-,23,San Antonio Rampage,8,Lake Erie Monsters
121,-,-,-,-,21,Binghampton Senators,27,Norfolk Admirals
121,-,-,-,-,14,Manchester Monarchs,26,Worcester Sharks
121,-,-,-,-,7,Rockford IceHogs,17,Milwaukee Admirals
121,-,-,-,-,25,Peoria Rivermen,12,Oklahoma City Barons
121,-,-,-,-,5,Abbotsford Heat,2,Chicago Wolves
121,-,-,-,-,10,Dallas Stars,15,Houston Aeros
122,26,San Jose Sharks,3,Boston Bruins ,23,San Antonio Rampage,8,Lake Erie Monsters
122,20,New York Rangers,16,Montreal Canadiens ,22,Adirondack Phantoms,16,Hamilton Bulldogs
122,1,Anaheim Ducks,8,Colorado Avalanche ,14,Manchester Monarchs,18,Albany Devils
122,21,Ottawa Senators,19,New York Islanders ,9,Springfield Falcons,19,Bridgeport Sound Tigers
122,28,Toronto Maple Leafs,4,Buffalo Sabres ,17,Milwaukee Admirals,11,Grand Rapids Griffins
122,2,Atlanta Thrashers,6,Carolina Hurricanes ,29,Manitoba Moose,30,Hershey Bears
122,10,Dallas Stars,22,Philadelphia Flyers ,20,Hartford Wolf Pack,4,Portland Pirates
122,12,Edmonton Oilers,9,Columbus Blue Jackets ,3,Providence Bruins,26,Worcester Sharks
122,15,Minnesota Wild,23,Phoenix Coyotes ,21,Binghampton Senators,27,Norfolk Admirals
122,11,Detroit Red Wings,17,Nashville Predators ,24,Wilkes-Barre/Scranton Penguins,1,Syracuse Crunch
122,14,Los Angeles Kings,5,Calgary Flames ,28,Toronto Marlies,13,Rochester Americans
122,-,-,-,-,25,Peoria Rivermen,2,Chicago Wolves
122,-,-,-,-,12,Oklahoma City Barons,10,Dallas Stars
122,-,-,-,-,5,Abbotsford Heat,7,Rockford IceHogs
123,24,Pittsburgh Penguins,30,Washington Capitals ,29,Manitoba Moose,30,Hershey Bears
123,25,St. Louis Blues,27,Tampa Bay Lightning ,3,Providence Bruins,6,Charlotte Checkers
123,18,New Jersey Devils,16,Montreal Canadiens ,4,Portland Pirates,20,Hartford Wolf Pack
123,-,-,-,-,5,Abbotsford Heat,8,Lake Erie Monsters
124,20,New York Rangers,11,Detroit Red Wings ,-,-,-,-
124,2,Atlanta Thrashers,28,Toronto Maple Leafs ,-,-,-,-
124,12,Edmonton Oilers,17,Nashville Predators ,-,-,-,-
124,8,Colorado Avalanche,23,Phoenix Coyotes ,-,-,-,-
124,7,Chicago Blackhawks,5,Calgary Flames ,-,-,-,-
124,21,Ottawa Senators,29,Vancouver Canucks ,-,-,-,-
125,9,Columbus Blue Jackets,24,Pittsburgh Penguins ,3,Providence Bruins,6,Charlotte Checkers
125,28,Toronto Maple Leafs,19,New York Islanders ,5,Abbotsford Heat,16,Hamilton Bulldogs
125,26,San Jose Sharks,30,Washington Capitals ,19,Bridgeport Sound Tigers,9,Springfield Falcons
125,6,Carolina Hurricanes,18,New Jersey Devils ,29,Manitoba Moose,24,Wilkes-Barre/Scranton Penguins
125,4,Buffalo Sabres,27,Tampa Bay Lightning ,15,Houston Aeros,10,Dallas Stars
125,25,St. Louis Blues,13,Florida Panthers ,-,-,-,-
126,17,Nashville Predators,11,Detroit Red Wings ,20,Hartford Wolf Pack,28,Toronto Marlies
126,26,San Jose Sharks,9,Columbus Blue Jackets ,23,San Antonio Rampage,12,Oklahoma City Barons
126,16,Montreal Canadiens,3,Boston Bruins ,30,Hershey Bears,14,Manchester Monarchs
126,8,Colorado Avalanche,15,Minnesota Wild ,5,Abbotsford Heat,13,Rochester Americans
126,23,Phoenix Coyotes,10,Dallas Stars ,15,Houston Aeros,7,Rockford IceHogs
126,7,Chicago Blackhawks,12,Edmonton Oilers ,11,Grand Rapids Griffins,2,Chicago Wolves
126,21,Ottawa Senators,5,Calgary Flames ,25,Peoria Rivermen,17,Milwaukee Admirals
126,1,Anaheim Ducks,29,Vancouver Canucks ,-,-,-,-
127,14,Los Angeles Kings,24,Pittsburgh Penguins ,24,Wilkes-Barre/Scranton Penguins,19,Bridgeport Sound Tigers
127,6,Carolina Hurricanes,22,Philadelphia Flyers ,20,Hartford Wolf Pack,16,Hamilton Bulldogs
127,18,New Jersey Devils,28,Toronto Maple Leafs ,4,Portland Pirates,14,Manchester Monarchs
127,19,New York Islanders,16,Montreal Canadiens ,15,Houston Aeros,25,Peoria Rivermen
127,4,Buffalo Sabres,13,Florida Panthers ,30,Hershey Bears,3,Providence Bruins
127,-,-,-,-,1,Syracuse Crunch,27,Norfolk Admirals
127,-,-,-,-,26,Worcester Sharks,9,Springfield Falcons
127,-,-,-,-,21,Binghampton Senators,13,Rochester Americans
127,-,-,-,-,2,Chicago Wolves,17,Milwaukee Admirals
127,-,-,-,-,23,San Antonio Rampage,29,Manitoba Moose
127,-,-,-,-,7,Rockford IceHogs,10,Dallas Stars
127,-,-,-,-,28,Toronto Marlies,5,Abbotsford Heat
128,24,Pittsburgh Penguins,19,New York Islanders ,-,-,-,-
128,26,San Jose Sharks,18,New Jersey Devils ,-,-,-,-
128,8,Colorado Avalanche,9,Columbus Blue Jackets ,-,-,-,-
128,11,Detroit Red Wings,3,Boston Bruins ,-,-,-,-
128,20,New York Rangers,2,Atlanta Thrashers ,-,-,-,-
128,15,Minnesota Wild,25,St.Louis Blues ,-,-,-,-
128,7,Chicago Blackhawks,10,Dallas Stars ,-,-,-,-
128,1,Anaheim Ducks,5,Calgary Flames ,-,-,-,-
129,14,Los Angeles Kings,30,Washington Capitals ,25,Peoria Rivermen,15,Houston Aeros
129,21,Ottawa Senators,12,Edmonton Oilers ,13,Rochester Americans,16,Hamilton Bulldogs
129,28,Toronto Maple Leafs,16,Montreal Canadiens ,18,Albany Devils,6,Charlotte Checkers
129,6,Carolina Hurricanes,27,Tampa Bay Lightning ,21,Binghampton Senators,30,Hershey Bears
129,8,Colorado Avalanche,17,Nashville Predators ,19,Bridgeport Sound Tigers,14,Manchester Monarchs
129,7,Chicago Blackhawks,23,Phoenix Coyotes ,3,Providence Bruins,9,Springfield Falcons
129,25,St. Louis Blues,15,Minnesota Wild ,22,Adirondack Phantoms,24,Wilkes-Barre/Scranton Penguins
129,5,Calgary Flames,29,Vancouver Canucks ,1,Syracuse Crunch,27,Norfolk Admirals
129,-,-,-,-,11,Grand Rapids Griffins,8,Lake Erie Monsters
129,-,-,-,-,7,Rockford IceHogs,10,Dallas Stars
129,-,-,-,-,23,San Antonio Rampage,29,Manitoba Moose
129,-,-,-,-,28,Toronto Marlies,5,Abbotsford Heat
130,9,Columbus Blue Jackets,10,Dallas Stars ,4,Portland Pirates,19,Bridgeport Sound Tigers
130,19,New York Islanders,4,Buffalo Sabres ,18,Albany Devils,6,Charlotte Checkers
130,3,Boston Bruins,11,Detroit Red Wings ,9,Springfield Falcons,14,Manchester Monarchs
130,6,Carolina Hurricanes,2,Atlanta Thrashers ,11,Grand Rapids Griffins,13,Rochester Americans
130,26,San Jose Sharks,13,Florida Panthers ,30,Hershey Bears,24,Wilkes-Barre/Scranton Penguins
130,14,Los Angeles Kings,22,Philadelphia Flyers ,20,Hartford Wolf Pack,3,Providence Bruins
130,24,Pittsburgh Penguins,20,New York Rangers ,21,Binghampton Senators,22,Adirondack Phantoms
130,1,Anaheim Ducks,12,Edmonton Oilers ,7,Rockford IceHogs,17,Milwaukee Admirals
131,29,Vancouver Canucks,25,St.Louis Blues ,10,Dallas Stars,8,Lake Erie Monsters
131,30,Washington Capitals,23,Phoenix Coyotes ,-,-,-,-
131,5,Calgary Flames,8,Colorado Avalanche ,-,-,-,-
132,28,Toronto Maple Leafs,3,Boston Bruins ,18,Albany Devils,6,Charlotte Checkers
132,4,Buffalo Sabres,16,Montreal Canadiens ,30,Hershey Bears,27,Norfolk Admirals
132,22,Philadelphia Flyers,27,Tampa Bay Lightning ,28,Toronto Marlies,29,Manitoba Moose
132,19,New York Islanders,21,Ottawa Senators ,-,-,-,-
132,29,Vancouver Canucks,15,Minnesota Wild ,-,-,-,-
132,26,San Jose Sharks,17,Nashville Predators ,-,-,-,-
132,10,Dallas Stars,12,Edmonton Oilers ,-,-,-,-
133,14,Los Angeles Kings,9,Columbus Blue Jackets ,10,Dallas Stars,8,Lake Erie Monsters
133,6,Carolina Hurricanes,18,New Jersey Devils ,3,Providence Bruins,4,Portland Pirates
133,28,Toronto Maple Leafs,4,Buffalo Sabres ,1,Syracuse Crunch,22,Adirondack Phantoms
133,22,Philadelphia Flyers,13,Florida Panthers ,16,Hamilton Bulldogs,11,Grand Rapids Griffins
133,15,Minnesota Wild,7,Chicago Blackhawks ,26,Worcester Sharks,13,Rochester Americans
133,24,Pittsburgh Penguins,8,Colorado Avalanche ,25,Peoria Rivermen,7,Rockford IceHogs
133,10,Dallas Stars,5,Calgary Flames ,28,Toronto Marlies,29,Manitoba Moose
133,30,Washington Capitals,1,Anaheim Ducks ,-,-,-,-
134,3,Boston Bruins,19,New York Islanders ,2,Chicago Wolves,15,Houston Aeros
134,14,Los Angeles Kings,20,New York Rangers ,12,Oklahoma City Barons,5,Abbotsford Heat
134,11,Detroit Red Wings,27,Tampa Bay Lightning ,-,-,-,-
134,29,Vancouver Canucks,17,Nashville Predators ,-,-,-,-
134,16,Montreal Canadiens,12,Edmonton Oilers ,-,-,-,-
134,2,Atlanta Thrashers,23,Phoenix Coyotes ,-,-,-,-
134,30,Washington Capitals,26,San Jose Sharks ,-,-,-,-
135,20,New York Rangers,18,New Jersey Devils ,26,Worcester Sharks,18,Albany Devils
135,22,Philadelphia Flyers,6,Carolina Hurricanes ,10,Dallas Stars,11,Grand Rapids Griffins
135,11,Detroit Red Wings,13,Florida Panthers ,16,Hamilton Bulldogs,28,Toronto Marlies
135,25,St. Louis Blues,4,Buffalo Sabres ,6,Charlotte Checkers,21,Binghampton Senators
135,3,Boston Bruins,21,Ottawa Senators ,4,Portland Pirates,3,Providence Bruins
135,1,Anaheim Ducks,15,Minnesota Wild ,20,Hartford Wolf Pack,22,Adirondack Phantoms
135,9,Columbus Blue Jackets,7,Chicago Blackhawks ,24,Wilkes-Barre/Scranton Penguins,27,Norfolk Admirals
135,-,-,-,-,14,Manchester Monarchs,9,Springfield Falcons
135,-,-,-,-,23,San Antonio Rampage,1,Syracuse Crunch
135,-,-,-,-,30,Hershey Bears,13,Rochester Americans
135,-,-,-,-,15,Houston Aeros,17,Milwaukee Admirals
135,-,-,-,-,2,Chicago Wolves,7,Rockford IceHogs
135,-,-,-,-,8,Lake Erie Monsters,29,Manitoba Moose
136,2,Atlanta Thrashers,12,Edmonton Oilers ,11,Grand Rapids Griffins,28,Toronto Marlies
136,21,Ottawa Senators,28,Toronto Maple Leafs ,23,San Antonio Rampage,16,Hamilton Bulldogs
136,18,New Jersey Devils,6,Carolina Hurricanes ,6,Charlotte Checkers,22,Adirondack Phantoms
136,14,Los Angeles Kings,19,New York Islanders ,3,Providence Bruins,20,Hartford Wolf Pack
136,13,Florida Panthers,27,Tampa Bay Lightning ,19,Bridgeport Sound Tigers,30,Hershey Bears
136,1,Anaheim Ducks,25,St.Louis Blues ,4,Portland Pirates,14,Manchester Monarchs
136,23,Phoenix Coyotes,17,Nashville Predators ,26,Worcester Sharks,9,Springfield Falcons
136,10,Dallas Stars,29,Vancouver Canucks ,18,Albany Devils,21,Binghampton Senators
136,8,Colorado Avalanche,26,San Jose Sharks ,24,Wilkes-Barre/Scranton Penguins,27,Norfolk Admirals
136,-,-,-,-,13,Rochester Americans,1,Syracuse Crunch
136,-,-,-,-,10,Dallas Stars,2,Chicago Wolves
136,-,-,-,-,17,Milwaukee Admirals,25,Peoria Rivermen
136,-,-,-,-,15,Houston Aeros,7,Rockford IceHogs
136,-,-,-,-,8,Lake Erie Monsters,29,Manitoba Moose
136,-,-,-,-,12,Oklahoma City Barons,5,Abbotsford Heat
137,30,Washington Capitals,4,Buffalo Sabres ,14,Manchester Monarchs,19,Bridgeport Sound Tigers
137,24,Pittsburgh Penguins,7,Chicago Blackhawks ,22,Adirondack Phantoms,18,Albany Devils
137,16,Montreal Canadiens,5,Calgary Flames ,25,Peoria Rivermen,11,Grand Rapids Griffins
137,11,Detroit Red Wings,15,Minnesota Wild ,26,Worcester Sharks,3,Providence Bruins
137,22,Philadelphia Flyers,20,New York Rangers ,6,Charlotte Checkers,30,Hershey Bears
137,-,-,-,-,10,Dallas Stars,17,Milwaukee Admirals
138,13,Florida Panthers,19,New York Islanders ,20,Hartford Wolf Pack,4,Portland Pirates
138,7,Chicago Blackhawks,25,St.Louis Blues ,23,San Antonio Rampage,28,Toronto Marlies
138,30,Washington Capitals,24,Pittsburgh Penguins ,13,Rochester Americans,16,Hamilton Bulldogs
138,-,-,-,-,25,Peoria Rivermen,7,Rockford IceHogs
139,23,Phoenix Coyotes,22,Philadelphia Flyers ,14,Manchester Monarchs,9,Springfield Falcons
139,19,New York Islanders,28,Toronto Maple Leafs ,6,Charlotte Checkers,1,Syracuse Crunch
139,26,San Jose Sharks,11,Detroit Red Wings ,17,Milwaukee Admirals,15,Houston Aeros
139,17,Nashville Predators,9,Columbus Blue Jackets ,-,-,-,-
139,20,New York Rangers,6,Carolina Hurricanes ,-,-,-,-
139,12,Edmonton Oilers,15,Minnesota Wild ,-,-,-,-
139,18,New Jersey Devils,10,Dallas Stars ,-,-,-,-
139,16,Montreal Canadiens,29,Vancouver Canucks ,-,-,-,-
140,2,Atlanta Thrashers,4,Buffalo Sabres ,3,Providence Bruins,19,Bridgeport Sound Tigers
140,26,San Jose Sharks,24,Pittsburgh Penguins ,30,Hershey Bears,28,Toronto Marlies
140,13,Florida Panthers,21,Ottawa Senators ,9,Springfield Falcons,26,Worcester Sharks
140,23,Phoenix Coyotes,27,Tampa Bay Lightning ,24,Wilkes-Barre/Scranton Penguins,21,Binghampton Senators
140,3,Boston Bruins,5,Calgary Flames ,29,Manitoba Moose,13,Rochester Americans
140,12,Edmonton Oilers,8,Colorado Avalanche ,7,Rockford IceHogs,2,Chicago Wolves
140,14,Los Angeles Kings,1,Anaheim Ducks ,17,Milwaukee Admirals,12,Oklahoma City Barons
140,-,-,-,-,10,Dallas Stars,25,Peoria Rivermen
141,19,New York Islanders,22,Philadelphia Flyers ,20,Hartford Wolf Pack,6,Charlotte Checkers
141,10,Dallas Stars,11,Detroit Red Wings ,30,Hershey Bears,8,Lake Erie Monsters
141,28,Toronto Maple Leafs,16,Montreal Canadiens ,-,-,-,-
141,7,Chicago Blackhawks,17,Nashville Predators ,-,-,-,-
141,25,St. Louis Blues,29,Vancouver Canucks ,-,-,-,-
141,15,Minnesota Wild,14,Los Angeles Kings ,-,-,-,-
142,24,Pittsburgh Penguins,6,Carolina Hurricanes ,8,Lake Erie Monsters,11,Grand Rapids Griffins
142,23,Phoenix Coyotes,9,Columbus Blue Jackets ,19,Bridgeport Sound Tigers,14,Manchester Monarchs
142,20,New York Rangers,30,Washington Capitals ,22,Adirondack Phantoms,16,Hamilton Bulldogs
142,21,Ottawa Senators,4,Buffalo Sabres ,6,Charlotte Checkers,27,Norfolk Admirals
142,18,New Jersey Devils,27,Tampa Bay Lightning ,18,Albany Devils,9,Springfield Falcons
142,13,Florida Panthers,2,Atlanta Thrashers ,21,Binghampton Senators,1,Syracuse Crunch
142,25,St. Louis Blues,12,Edmonton Oilers ,4,Portland Pirates,26,Worcester Sharks
142,26,San Jose Sharks,5,Calgary Flames ,29,Manitoba Moose,13,Rochester Americans
142,15,Minnesota Wild,1,Anaheim Ducks ,2,Chicago Wolves,17,Milwaukee Admirals
142,-,-,-,-,23,San Antonio Rampage,12,Oklahoma City Barons
142,-,-,-,-,7,Rockford IceHogs,25,Peoria Rivermen
142,-,-,-,-,10,Dallas Stars,15,Houston Aeros
142,-,-,-,-,3,Providence Bruins,5,Abbotsford Heat
143,17,Nashville Predators,10,Dallas Stars ,29,Manitoba Moose,28,Toronto Marlies
143,8,Colorado Avalanche,14,Los Angeles Kings ,26,Worcester Sharks,22,Adirondack Phantoms
143,11,Detroit Red Wings,4,Buffalo Sabres ,14,Manchester Monarchs,19,Bridgeport Sound Tigers
143,6,Carolina Hurricanes,16,Montreal Canadiens ,20,Hartford Wolf Pack,6,Charlotte Checkers
143,22,Philadelphia Flyers,21,Ottawa Senators ,18,Albany Devils,30,Hershey Bears
143,30,Washington Capitals,19,New York Islanders ,13,Rochester Americans,21,Binghampton Senators
143,24,Pittsburgh Penguins,28,Toronto Maple Leafs ,27,Norfolk Admirals,24,Wilkes-Barre/Scranton Penguins
143,3,Boston Bruins,29,Vancouver Canucks ,11,Grand Rapids Griffins,8,Lake Erie Monsters
143,-,-,-,-,4,Portland Pirates,9,Springfield Falcons
143,-,-,-,-,16,Hamilton Bulldogs,1,Syracuse Crunch
143,-,-,-,-,25,Peoria Rivermen,2,Chicago Wolves
143,-,-,-,-,10,Dallas Stars,23,San Antonio Rampage
143,-,-,-,-,15,Houston Aeros,12,Oklahoma City Barons
143,-,-,-,-,17,Milwaukee Admirals,7,Rockford IceHogs
143,-,-,-,-,3,Providence Bruins,5,Abbotsford Heat
144,27,Tampa Bay Lightning,20,New York Rangers ,29,Manitoba Moose,28,Toronto Marlies
144,9,Columbus Blue Jackets,17,Nashville Predators ,21,Binghampton Senators,22,Adirondack Phantoms
144,28,Toronto Maple Leafs,2,Atlanta Thrashers ,30,Hershey Bears,19,Bridgeport Sound Tigers
144,18,New Jersey Devils,13,Florida Panthers ,14,Manchester Monarchs,26,Worcester Sharks
144,23,Phoenix Coyotes,7,Chicago Blackhawks ,1,Syracuse Crunch,13,Rochester Americans
144,3,Boston Bruins,12,Edmonton Oilers ,9,Springfield Falcons,24,Wilkes-Barre/Scranton Penguins
144,25,St. Louis Blues,5,Calgary Flames ,27,Norfolk Admirals,18,Albany Devils
144,8,Colorado Avalanche,1,Anaheim Ducks ,11,Grand Rapids Griffins,16,Hamilton Bulldogs
144,-,-,-,-,12,Oklahoma City Barons,10,Dallas Stars
144,-,-,-,-,7,Rockford IceHogs,15,Houston Aeros
145,7,Chicago Blackhawks,15,Minnesota Wild ,-,-,-,-
145,11,Detroit Red Wings,14,Los Angeles Kings ,-,-,-,-
146,19,New York Islanders,30,Washington Capitals ,17,Milwaukee Admirals,28,Toronto Marlies
146,16,Montreal Canadiens,2,Atlanta Thrashers ,26,Worcester Sharks,4,Portland Pirates
146,13,Florida Panthers,6,Carolina Hurricanes ,18,Albany Devils,21,Binghampton Senators
146,4,Buffalo Sabres,20,New York Rangers ,2,Chicago Wolves,25,Peoria Rivermen
146,3,Boston Bruins,21,Ottawa Senators ,5,Abbotsford Heat,10,Dallas Stars
146,5,Calgary Flames,25,St.Louis Blues ,-,-,-,-
146,10,Dallas Stars,23,Phoenix Coyotes ,-,-,-,-
146,17,Nashville Predators,12,Edmonton Oilers ,-,-,-,-
146,9,Columbus Blue Jackets,29,Vancouver Canucks ,-,-,-,-
146,8,Colorado Avalanche,26,San Jose Sharks ,-,-,-,-
147,27,Tampa Bay Lightning,18,New Jersey Devils ,17,Milwaukee Admirals,16,Hamilton Bulldogs
147,15,Minnesota Wild,19,New York Islanders ,9,Springfield Falcons,20,Hartford Wolf Pack
147,24,Pittsburgh Penguins,28,Toronto Maple Leafs ,30,Hershey Bears,27,Norfolk Admirals
147,5,Calgary Flames,7,Chicago Blackhawks ,5,Abbotsford Heat,23,San Antonio Rampage
147,11,Detroit Red Wings,1,Anaheim Ducks ,7,Rockford IceHogs,15,Houston Aeros
148,21,Ottawa Senators,2,Atlanta Thrashers ,5,Abbotsford Heat,10,Dallas Stars
148,4,Buffalo Sabres,6,Carolina Hurricanes ,29,Manitoba Moose,12,Oklahoma City Barons
148,15,Minnesota Wild,20,New York Rangers ,15,Houston Aeros,8,Lake Erie Monsters
148,27,Tampa Bay Lightning,3,Boston Bruins ,-,-,-,-
148,25,St. Louis Blues,30,Washington Capitals ,-,-,-,-
148,28,Toronto Maple Leafs,22,Philadelphia Flyers ,-,-,-,-
148,16,Montreal Canadiens,13,Florida Panthers ,-,-,-,-
148,9,Columbus Blue Jackets,12,Edmonton Oilers ,-,-,-,-
148,17,Nashville Predators,29,Vancouver Canucks ,-,-,-,-
148,11,Detroit Red Wings,26,San Jose Sharks ,-,-,-,-
148,23,Phoenix Coyotes,14,Los Angeles Kings ,-,-,-,-
149,24,Pittsburgh Penguins,18,New Jersey Devils ,27,Norfolk Admirals,18,Albany Devils
149,20,New York Rangers,21,Ottawa Senators ,13,Rochester Americans,11,Grand Rapids Griffins
149,6,Carolina Hurricanes,7,Chicago Blackhawks ,24,Wilkes-Barre/Scranton Penguins,28,Toronto Marlies
149,9,Columbus Blue Jackets,5,Calgary Flames ,6,Charlotte Checkers,3,Providence Bruins
149,10,Dallas Stars,1,Anaheim Ducks ,7,Rockford IceHogs,8,Lake Erie Monsters
149,-,-,-,-,14,Manchester Monarchs,26,Worcester Sharks
149,-,-,-,-,5,Abbotsford Heat,12,Oklahoma City Barons
149,-,-,-,-,29,Manitoba Moose,25,Peoria Rivermen
149,-,-,-,-,17,Milwaukee Admirals,2,Chicago Wolves
149,-,-,-,-,23,San Antonio Rampage,10,Dallas Stars
149,-,-,-,-,1,Syracuse Crunch,15,Houston Aeros
150,4,Buffalo Sabres,22,Philadelphia Flyers ,28,Toronto Marlies,16,Hamilton Bulldogs
150,25,St. Louis Blues,19,New York Islanders ,22,Adirondack Phantoms,18,Albany Devils
150,29,Vancouver Canucks,14,Los Angeles Kings ,13,Rochester Americans,11,Grand Rapids Griffins
150,13,Florida Panthers,2,Atlanta Thrashers ,27,Norfolk Admirals,30,Hershey Bears
150,24,Pittsburgh Penguins,3,Boston Bruins ,19,Bridgeport Sound Tigers,4,Portland Pirates
150,7,Chicago Blackhawks,28,Toronto Maple Leafs ,20,Hartford Wolf Pack,9,Springfield Falcons
150,16,Montreal Canadiens,27,Tampa Bay Lightning ,6,Charlotte Checkers,26,Worcester Sharks
150,11,Detroit Red Wings,23,Phoenix Coyotes ,7,Rockford IceHogs,8,Lake Erie Monsters
150,12,Edmonton Oilers,8,Colorado Avalanche ,1,Syracuse Crunch,23,San Antonio Rampage
150,10,Dallas Stars,26,San Jose Sharks ,5,Abbotsford Heat,12,Oklahoma City Barons
150,-,-,-,-,2,Chicago Wolves,25,Peoria Rivermen
150,-,-,-,-,29,Manitoba Moose,17,Milwaukee Admirals
150,-,-,-,-,15,Houston Aeros,10,Dallas Stars
151,18,New Jersey Devils,19,New York Islanders ,16,Hamilton Bulldogs,28,Toronto Marlies
151,30,Washington Capitals,13,Florida Panthers ,18,Albany Devils,22,Adirondack Phantoms
151,4,Buffalo Sabres,15,Minnesota Wild ,6,Charlotte Checkers,14,Manchester Monarchs
151,22,Philadelphia Flyers,20,New York Rangers ,20,Hartford Wolf Pack,26,Worcester Sharks
151,17,Nashville Predators,5,Calgary Flames ,29,Manitoba Moose,2,Chicago Wolves
151,29,Vancouver Canucks,1,Anaheim Ducks ,9,Springfield Falcons,4,Portland Pirates
151,-,-,-,-,19,Bridgeport Sound Tigers,3,Providence Bruins
151,-,-,-,-,24,Wilkes-Barre/Scranton Penguins,30,Hershey Bears
151,-,-,-,-,27,Norfolk Admirals,21,Binghampton Senators
151,-,-,-,-,5,Abbotsford Heat,15,Houston Aeros
152,30,Washington Capitals,27,Tampa Bay Lightning ,1,Syracuse Crunch,10,Dallas Stars
152,9,Columbus Blue Jackets,25,St.Louis Blues ,-,-,-,-
152,10,Dallas Stars,14,Los Angeles Kings ,-,-,-,-
153,4,Buffalo Sabres,24,Pittsburgh Penguins ,30,Hershey Bears,4,Portland Pirates
153,21,Ottawa Senators,18,New Jersey Devils ,21,Binghampton Senators,6,Charlotte Checkers
153,12,Edmonton Oilers,22,Philadelphia Flyers ,7,Rockford IceHogs,28,Toronto Marlies
153,28,Toronto Maple Leafs,19,New York Islanders ,20,Hartford Wolf Pack,24,Wilkes-Barre/Scranton Penguins
153,3,Boston Bruins,16,Montreal Canadiens ,29,Manitoba Moose,12,Oklahoma City Barons
153,7,Chicago Blackhawks,13,Florida Panthers ,11,Grand Rapids Griffins,25,Peoria Rivermen
153,8,Colorado Avalanche,15,Minnesota Wild ,-,-,-,-
153,29,Vancouver Canucks,23,Phoenix Coyotes ,-,-,-,-
153,17,Nashville Predators,26,San Jose Sharks ,-,-,-,-
154,14,Los Angeles Kings,11,Detroit Red Wings ,19,Bridgeport Sound Tigers,18,Albany Devils
154,12,Edmonton Oilers,30,Washington Capitals ,7,Rockford IceHogs,16,Hamilton Bulldogs
154,25,St. Louis Blues,9,Columbus Blue Jackets ,3,Providence Bruins,14,Manchester Monarchs
154,2,Atlanta Thrashers,6,Carolina Hurricanes ,30,Hershey Bears,26,Worcester Sharks
154,7,Chicago Blackhawks,27,Tampa Bay Lightning ,21,Binghampton Senators,27,Norfolk Admirals
154,5,Calgary Flames,10,Dallas Stars ,25,Peoria Rivermen,2,Chicago Wolves
155,20,New York Rangers,1,Anaheim Ducks ,12,Oklahoma City Barons,23,San Antonio Rampage
155,4,Buffalo Sabres,3,Boston Bruins ,-,-,-,-
