Name,Position,Country,Rookie,Age,Weight,Height,Contract,Salary,Stats 1,Stats 2,Stats 3,Stats 4,Stats 5,Stats 6,Stats 7,Stats 8,Stats 9,Stats 10,Stats 11,Stats 12,Stats 13,Stats 14
John Madden,1,CAN,N,37,190,71,1,3500000,64,40,86,76,70,81,66,92,67,65,87,83,90,50
Rick Rypien,3,CAN,Y,25,170,71,1,650000,81,99,77,73,50,72,63,64,61,61,64,68,69,25
Mike Iggulden,1,CAN,N,28,215,75,0,750000,73,40,88,70,82,75,64,48,65,62,53,62,61,10
Mattias Ohlund,4,SWE,N,35,220,75,3,3750000,83,45,67,73,85,88,70,40,70,63,83,92,95,55
Max Pacioretty,2,USA,Y,22,203,73,1,800000,76,43,79,72,76,75,62,40,67,62,58,49,49,65
Clay Wilson,4,USA,N,28,195,72,3,700000,63,40,90,67,72,74,60,40,63,59,56,65,63,55
Karlis Skrastins,4,LVA,N,36,188,69,1,2000000,57,40,88,72,68,85,65,40,66,62,85,71,71,1
David Brine,1,CAN,N,26,201,73,3,600000,85,40,81,59,75,65,56,46,57,54,60,63,59,30
Greg Zanon,4,CAN,N,30,201,71,4,3875000,88,40,85,70,75,86,60,40,63,62,89,74,73,35
Sergei Kostitsyn,3,RUS,N,23,190,72,1,1000000,57,42,82,83,70,77,68,41,68,67,70,67,60,65
Byron Bitz,3,CAN,N,26,215,78,1,600000,77,64,81,74,82,86,62,44,61,63,70,49,49,50
Steve Wagner,4,USA,Y,26,200,74,2,575000,72,40,73,63,75,77,61,40,64,64,57,62,64,45
Jay Beagle,1,CAN,Y,25,207,75,1,825000,82,40,81,67,78,69,61,72,61,60,63,49,49,50
Cory Murphy,4,CAN,N,32,185,70,0,1500000,50,40,84,77,65,74,66,40,67,65,57,69,69,25
Jason Williams,3,CAN,N,30,185,71,2,2500000,62,40,86,82,65,83,69,63,71,67,58,79,70,5
Jonathan Cheechoo,2,CAN,N,30,200,73,2,3500000,77,42,82,71,75,75,65,40,66,64,62,73,79,70
Brian Campbell,4,CAN,N,31,188,72,4,7100000,55,40,88,96,68,90,88,40,85,72,70,82,88,40
Tim Stapleton,3,USA,N,28,160,69,1,1000000,56,40,89,79,40,83,60,75,58,63,55,49,49,70
Andrew Alberts,4,USA,N,29,218,77,2,1700000,97,61,72,65,84,77,63,40,65,61,79,70,71,74
Antoine Vermette,1,CAN,N,28,197,73,2,3500000,72,40,85,83,73,89,78,93,78,77,80,75,71,40
Martins Karsums,3,LVA,Y,25,198,70,1,650000,90,40,79,71,74,77,63,40,66,62,55,49,49,1
David Legwand,1,USA,N,30,202,74,4,6000000,57,40,84,83,76,81,72,83,75,67,74,78,70,77
Filip Kuba,4,CZE,N,34,226,76,2,4150000,55,40,86,74,88,88,76,40,77,65,79,79,71,20
Mike Grier,3,USA,N,35,225,73,3,1800000,79,45,86,85,87,79,66,44,67,65,80,78,82,50
Kris Draper,1,CAN,N,39,188,70,2,1400000,74,40,82,74,68,76,65,87,67,62,76,99,96,65
Pavol Demitra,2,SVK,N,35,200,72,0,5250000,57,40,90,84,75,81,76,82,77,70,66,92,86,75
Chris Phillips,4,CAN,N,33,217,75,1,6500000,73,45,80,76,83,90,69,40,70,68,91,88,90,50
Brad Richards,1,CAN,N,30,192,72,3,8000000,49,40,92,91,71,87,88,87,94,78,64,78,99,50
Tobias Enstrom,4,SWE,N,25,180,70,3,4000000,50,40,85,81,60,93,81,40,86,68,75,74,70,82
Rostislav Klesla,4,CZE,N,28,220,75,4,3000000,83,43,70,70,85,82,71,40,72,65,80,75,77,53
Hal Gill,4,USA,N,35,250,79,1,1750000,73,48,65,68,99,82,60,40,65,61,82,85,78,70
Adam Foote,4,CAN,N,39,220,74,2,2250000,82,41,68,66,85,78,64,40,65,60,80,94,81,90
Scott Hartnell,2,CAN,N,28,210,74,5,3900000,76,67,53,82,80,88,75,44,75,72,68,73,71,40
Rob Davison,4,CAN,N,30,220,75,0,650000,73,94,42,60,85,68,60,40,63,59,53,74,69,65
Jeff Taffe,1,USA,N,29,207,75,0,1250000,66,42,77,66,78,71,64,58,64,61,60,70,67,1
Joel Rechlicz,3,USA,Y,23,220,76,2,550000,80,99,31,64,85,64,60,40,61,59,60,49,49,53
Jamie Lundmark,1,CAN,N,30,195,72,2,800000,58,42,82,72,72,72,66,73,67,64,55,63,63,60
Ryan Vesce,3,USA,N,28,165,68,0,585000,67,40,81,69,45,74,66,43,64,67,56,49,49,30
Phil Oreskovic,4,CAN,Y,23,217,76,2,550000,85,55,82,66,83,78,60,40,62,60,63,51,51,35
Jamie Fritsch,4,USA,Y,26,195,74,1,550000,70,40,79,54,72,61,60,40,58,59,51,51,51,65
David Sloane,4,USA,Y,26,220,76,1,625000,50,40,79,66,85,68,60,40,58,59,47,51,51,45
Geoff Kinrade,4,CAN,Y,25,207,72,2,550000,70,40,89,77,78,87,60,40,58,59,55,51,51,25
Sean Bentivoglio,2,CAN,Y,25,190,70,0,950000,70,40,74,71,70,77,60,40,58,59,57,54,54,54
Jamie Fraser,4,CAN,Y,25,200,73,3,600000,50,40,84,61,75,70,60,40,58,59,59,51,51,25
Troy Bodie,3,CAN,N,26,219,76,1,475000,75,75,76,60,84,70,62,40,58,63,65,49,49,35
Aaron Boogaard,3,CAN,N,24,215,73,0,600000,73,61,39,50,82,63,51,40,51,51,51,65,69,55
Aaron Clarke,1,CAN,N,28,185,69,0,600000,58,40,81,59,65,63,53,40,54,53,50,63,63,5
Aaron Gagnon,1,CAN,Y,25,189,72,2,700000,79,40,80,60,69,68,55,76,55,56,68,68,62,5
Aaron MacKenzie,4,CAN,N,29,195,73,0,600000,74,40,84,64,72,75,60,40,58,59,66,70,69,55
Aaron Palushaj,3,USA,Y,21,185,72,0,600000,58,40,69,66,65,66,58,40,54,63,48,60,56,35
Aaron Rome,4,CAN,Y,27,223,73,2,500000,76,63,87,67,86,77,62,40,63,60,71,80,75,80
Aaron Slattengren,1,CAN,N,29,195,73,0,600000,63,40,76,59,72,64,55,40,55,56,52,69,64,45
Adam Cracknell,3,CAN,N,25,211,74,0,600000,71,40,80,55,80,64,55,40,55,56,50,61,60,75
Adam Henrich,2,CAN,N,27,225,76,0,600000,78,40,76,50,87,71,67,45,61,57,49,68,62,60
Adam Hobson,1,CAN,N,24,206,72,0,600000,69,40,59,56,78,63,55,40,56,55,53,62,59,1
Adam Huxley,2,CAN,N,27,200,72,0,600000,66,40,38,50,75,63,50,40,50,50,46,66,62,70
Adam Keefe,3,CAN,N,27,200,70,0,600000,66,85,40,50,75,64,51,40,51,51,54,69,63,45
Adam McQuaid,4,CAN,N,24,197,75,0,600000,64,58,53,54,73,68,53,40,53,52,54,64,68,65
Adam Miller,1,USA,N,26,179,72,0,600000,55,40,72,57,59,63,51,41,51,53,47,64,61,65
Adam Perry,2,CAN,N,24,185,71,0,600000,58,40,52,59,65,63,54,42,54,53,47,63,59,30
Adam Pineault,3,USA,N,24,201,73,0,600000,76,40,80,63,75,71,68,40,56,60,53,63,62,55
Adrian Veideman,4,CAN,N,28,190,74,0,600000,61,40,72,63,70,66,56,40,58,55,54,65,63,25
Ajay Baines,1,CAN,N,33,178,70,0,600000,55,40,76,65,58,66,56,50,57,54,54,79,69,40
Aki Seitsonen,1,FIN,N,25,206,75,0,600000,69,40,85,50,78,64,52,46,52,53,50,65,60,20
Akim Aliu,3,CAN,Y,22,205,75,0,600000,68,40,78,73,77,63,59,40,58,59,47,62,57,50
Alec Martinez,4,USA,N,23,207,73,2,500000,71,40,83,72,78,74,61,40,61,60,64,57,57,74
Alex Berry,3,USA,N,24,212,74,0,600000,72,40,46,50,81,63,50,40,50,50,46,59,59,45
Alex Bourret,3,CAN,N,24,205,70,0,600000,68,40,71,60,77,68,54,40,55,52,52,65,59,60
Alex Brooks,4,USA,N,34,195,73,0,600000,63,41,66,56,72,65,53,40,54,51,53,70,69,1
Alex Foster,2,USA,N,26,200,72,0,600000,66,44,67,60,75,68,57,44,57,56,53,65,61,55
Alex Goligoski,4,USA,Y,24,180,71,2,875000,62,40,86,83,60,86,79,40,82,71,74,66,65,20
Alex Henry,4,CAN,N,30,220,78,0,600000,76,58,57,56,85,66,60,40,60,59,57,73,75,30
Alexander Hellstrom,4,SWE,N,24,207,74,0,600000,69,40,71,50,78,65,50,40,50,50,53,59,59,50
Alexander Nikulin,1,RUS,Y,24,198,73,0,600000,50,40,79,65,74,65,60,40,58,59,51,64,61,45
Alexander Sulzer,4,DEU,N,26,207,73,3,650000,50,40,79,56,78,59,60,40,58,59,55,69,65,50
Alexander Vasyunov,2,RUS,N,23,189,72,0,600000,60,40,86,62,69,68,56,40,56,58,52,59,58,1
Alexandre Giroux,2,CAN,N,28,201,75,0,600000,87,47,67,70,75,75,67,40,64,66,57,78,77,90
Alexandre Imbeault,1,CAN,N,24,148,72,0,600000,50,40,84,68,48,63,55,41,53,60,48,65,59,40
Andreas Jamtin,3,SWE,N,28,192,72,0,600000,62,40,47,50,71,64,50,41,50,50,47,66,63,5
Andreas Nodl,2,AUT,Y,23,196,73,3,850000,71,40,83,71,73,75,60,40,62,61,55,61,60,35
Andreas Thuresson,3,SWE,N,23,200,73,0,600000,66,40,81,59,75,68,56,40,56,57,55,60,58,10
Andrei Plekhanov,4,RUS,N,24,187,73,0,600000,59,40,71,62,67,66,55,40,57,53,54,61,59,60
Andrew Archer,4,CAN,N,27,213,76,0,600000,72,55,44,50,81,65,53,40,54,52,52,69,63,35
Andrew Bodnarchuk,4,CAN,Y,22,190,72,0,600000,61,40,84,61,70,72,52,40,54,50,53,62,57,60
Andrew Campbell,4,CAN,Y,23,201,77,0,600000,66,46,69,50,75,65,51,40,52,51,50,61,58,65
Andrew Conboy,2,USA,Y,22,200,76,0,600000,66,40,76,50,75,63,51,40,51,50,48,59,57,15
Andrew Desjardins,1,CAN,N,24,197,72,0,600000,64,52,57,57,73,63,54,49,55,54,52,64,64,60
Andrew Joudrey,1,CAN,N,26,187,72,0,600000,59,40,83,63,67,64,56,49,57,55,54,64,61,5
Andrew Kozek,3,CAN,N,24,185,71,0,600000,58,40,76,63,65,63,56,40,53,62,50,60,59,40
Andrew MacDonald,4,CAN,Y,24,188,73,3,650000,50,40,71,60,68,68,60,40,58,59,58,65,63,50
Andrew Martens,4,CAN,N,29,205,73,0,600000,68,40,78,59,77,65,57,40,60,52,50,69,64,20
Andrew Sarauer,2,CAN,N,26,205,76,0,600000,68,40,74,50,77,63,52,40,52,52,47,61,61,65
Andrew Sweetland,1,CAN,N,24,180,72,0,600000,56,40,79,55,60,61,51,40,51,51,50,60,59,45
Andrew Thomas,4,USA,N,25,220,74,0,600000,76,40,69,50,85,65,52,40,53,51,50,62,60,50
Andy Rogers,4,CAN,N,24,206,78,0,600000,69,40,89,50,78,66,50,40,50,50,50,61,59,70
Andy Schneider,4,USA,N,29,215,73,0,600000,73,40,63,50,82,65,52,40,54,50,53,68,64,25
Andy Sertich,4,USA,N,27,183,72,0,600000,57,40,89,50,63,69,50,40,50,50,50,64,62,35
Anton Stralman,4,SWE,Y,23,180,73,2,800000,66,44,83,73,70,86,75,40,80,68,65,70,66,40
Artem Anisimov,1,RUS,Y,22,194,76,3,850000,57,40,84,71,71,82,67,76,67,67,69,53,53,99
Arturs Kulda,4,LVA,N,22,194,74,0,600000,63,43,69,57,72,65,54,40,55,51,56,59,57,60
Ashton Rome,3,CAN,N,24,202,73,0,600000,67,40,75,50,76,63,51,40,53,50,50,63,59,45
Ben Maxwell,1,CAN,Y,22,177,72,0,600000,54,43,85,76,57,75,62,51,63,61,54,65,61,45
Benn Olson,4,CAN,N,23,215,76,0,600000,73,73,42,50,82,65,51,40,52,50,51,62,68,50
Benoit Doucet,1,CAN,N,25,185,69,0,600000,58,40,44,50,65,63,50,40,50,50,47,66,60,30
Benoit Mondou,3,CAN,N,26,175,69,0,600000,53,40,74,57,55,63,51,42,51,52,50,67,61,10
Billy Ryan,1,CAN,N,25,175,73,0,600000,53,40,82,50,55,63,50,42,50,50,48,61,60,1
Blair Yaworski,1,CAN,N,25,195,74,0,600000,63,40,75,50,72,63,50,40,50,50,48,61,60,45
Bob Sanguinetti,4,USA,N,23,183,74,0,600000,57,40,89,68,63,75,58,40,60,54,50,65,58,75
Bobby Hughes,1,CAN,N,23,170,71,0,600000,50,40,78,62,50,63,54,43,54,55,49,62,58,40
Bracken Kearns,1,CAN,N,29,195,72,0,600000,63,43,65,61,72,68,56,47,56,58,52,66,64,40
Brad Brown,4,CAN,N,35,180,72,0,600000,56,55,49,54,60,65,50,40,50,51,53,70,80,1
Brad Cole,4,CAN,N,24,185,75,0,600000,58,40,75,56,65,66,52,40,53,52,56,62,59,45
Brad Farynuk,4,CAN,N,29,210,72,0,600000,71,40,75,50,80,65,52,40,53,52,50,67,64,20
Brad Herauf,2,CAN,N,28,195,71,0,600000,63,64,38,53,72,63,51,40,51,51,49,66,73,85
Brad Marchand,3,CAN,Y,22,190,70,3,675000,61,43,72,71,70,68,62,40,64,59,55,63,59,55
Brad Mills,3,CAN,N,28,200,72,2,505000,66,52,60,62,75,66,59,62,56,51,64,63,68,35
Brad Schell,1,CAN,N,26,190,72,0,600000,61,40,44,50,70,63,50,40,50,50,47,69,61,25
Brad Zanon,4,CAN,N,27,203,74,0,600000,67,40,89,50,76,65,50,40,50,50,50,68,62,30
Bradley Snetsinger,2,CAN,N,24,175,72,0,600000,53,40,69,58,55,63,52,40,51,55,48,64,59,25
Brady Calla,3,CAN,N,23,205,73,0,600000,68,40,61,50,77,61,52,40,53,50,46,62,58,55
Brady Leavold,3,CAN,N,23,190,71,0,600000,61,40,74,50,70,63,50,40,50,50,45,62,58,15
Brandon Biggers,2,CAN,N,22,191,73,0,600000,61,40,36,56,70,63,52,40,51,55,47,61,57,5
Brandon Buck,2,CAN,N,22,191,73,0,600000,61,40,71,60,70,63,55,40,55,56,48,60,57,25
Brandon Crombeen,3,USA,Y,24,212,74,3,750000,76,80,40,72,81,80,67,41,61,58,59,71,70,85
Brandon Roach,4,CAN,N,25,188,74,0,600000,60,40,81,63,68,65,56,40,58,53,50,66,60,40
Brandon Rogers,4,USA,N,29,198,73,0,600000,65,46,72,61,74,70,57,40,59,53,50,68,64,30
Brandon Segal,3,CAN,Y,25,214,74,2,500000,80,61,81,73,82,82,71,40,69,73,62,64,63,30
Brandon Straub,4,USA,N,28,223,76,0,600000,77,40,59,50,86,65,50,40,50,50,50,65,63,25
Brandon Sugden,3,CAN,N,32,233,76,0,600000,82,64,40,50,91,63,50,40,50,50,50,73,77,5
Brandon Sutter,1,CAN,Y,22,183,75,3,875000,62,40,94,72,62,82,73,82,71,75,68,51,51,99
Brendan Buckley,4,USA,N,33,205,72,0,600000,68,49,61,50,77,65,52,40,53,50,54,76,68,5
Brendan Mikkelson,4,CAN,Y,23,202,74,2,700000,70,40,80,63,76,77,66,40,61,60,63,68,67,40
Brennan Evans,4,CAN,N,29,220,75,0,600000,76,70,44,50,85,66,53,40,54,51,53,72,74,20
Brennan Turner,4,CAN,N,24,220,75,0,600000,76,40,56,50,85,65,55,40,59,50,50,60,59,50
Brent Aubin,3,CAN,N,24,181,70,0,600000,56,40,70,62,61,64,55,40,56,55,53,65,60,45
Brent Henley,4,CAN,N,30,250,79,0,600000,82,85,41,50,99,65,52,46,53,51,50,71,75,15
Brent Raedeke,2,CAN,Y,20,190,72,0,600000,61,40,84,50,70,63,50,40,50,50,50,56,55,80
Brett Bellemore,4,CAN,Y,22,194,74,0,600000,63,40,76,50,72,65,50,40,50,50,50,62,58,60
Brett Carson,4,CAN,Y,24,220,76,3,600000,74,40,73,65,85,77,60,40,59,59,59,70,66,55
Brett MacLean,2,CAN,N,22,188,74,0,600000,60,40,85,67,68,71,69,40,63,64,51,60,57,30
Brett Motherwell,4,USA,N,24,195,72,0,600000,63,40,89,50,72,65,50,40,50,50,50,60,58,45
Brett Palin,4,CAN,N,26,203,74,0,600000,67,40,75,55,76,66,54,40,54,53,53,66,62,35
Brett Parnham,1,CAN,N,22,180,69,0,600000,56,40,84,50,60,61,50,41,50,50,47,59,57,60
Brett Peterson,4,USA,N,29,199,71,0,600000,65,40,85,51,74,65,50,40,51,50,50,67,64,20
Brett Sutter,1,CAN,N,23,195,72,0,600000,63,40,75,64,72,68,60,40,57,62,54,63,60,20
Brett Westgarth,4,CAN,N,28,215,74,0,600000,73,58,53,50,82,65,51,40,52,51,56,64,73,25
Brian Connelly,4,USA,N,24,170,72,0,600000,50,40,76,64,50,65,55,40,56,54,50,59,59,45
Brian Fahey,4,USA,N,30,213,73,1,500000,72,43,74,56,81,70,55,40,57,53,54,71,66,25
Brian Lashoff,2,USA,Y,20,185,74,0,600000,58,40,84,75,65,63,63,40,65,58,50,58,55,30
Brian McGuirk,2,USA,N,25,190,71,0,600000,61,40,71,54,70,63,51,40,51,51,54,60,60,50
Brian Salcido,4,USA,N,26,188,74,0,600000,70,52,71,67,68,75,76,40,62,61,52,63,62,40
Brian Sipotz,4,USA,N,29,248,79,0,600000,79,40,78,50,98,65,51,40,52,51,53,67,65,30
Brock Hooton,3,CAN,N,28,205,74,0,600000,68,40,78,53,77,63,53,40,54,52,46,65,63,60
Brock McBride,1,CAN,N,24,192,71,0,600000,62,40,61,65,71,63,58,41,61,52,48,60,59,50
Brock Trotter,1,CAN,Y,22,165,70,0,850000,50,40,81,74,45,68,60,50,61,59,58,61,59,30
Brodie Dupont,2,CAN,N,24,210,74,0,600000,71,52,61,61,80,68,58,40,58,58,54,64,64,85
Bryan Ewing,1,USA,N,26,175,71,0,600000,53,40,57,50,55,63,50,40,50,50,47,62,61,30
Bryan Lerg,1,USA,N,25,175,70,0,600000,53,40,73,65,55,63,56,45,55,58,48,60,60,40
Bryan Lundbohm,1,USA,N,33,185,71,0,600000,58,40,82,59,65,64,53,46,53,54,53,74,68,45
Bryan Marshall,1,USA,N,28,170,72,0,600000,50,40,75,63,50,63,54,46,54,55,53,64,63,40
Bryan McGregor,3,CAN,N,26,195,71,0,600000,63,40,84,68,72,63,60,40,60,61,46,62,61,70
Bryan Miller,4,USA,N,27,190,71,0,600000,61,40,80,57,70,65,53,40,56,50,50,62,62,30
Cal OReilly,1,CAN,Y,24,187,72,2,750000,50,40,85,77,67,79,68,53,70,63,66,72,66,20
Cam Cunning,2,CAN,N,25,213,73,0,600000,72,40,77,55,81,64,55,40,56,55,53,64,60,30
Cam Paddock,1,CAN,Y,27,178,72,0,600000,55,49,84,73,58,76,63,69,63,65,65,76,71,70
Carl Corazzini,3,USA,N,32,176,70,0,600000,54,40,83,67,56,66,57,40,58,56,51,72,67,80
Chad Anderson,4,USA,N,28,217,76,0,600000,74,40,70,50,83,65,52,40,51,53,58,67,63,25
Chad Denny,4,CAN,N,24,227,75,0,600000,79,40,77,50,88,66,54,40,54,54,52,64,59,65
Chad Kolarik,1,USA,Y,25,175,71,3,600000,53,40,82,72,55,71,60,50,60,60,49,61,60,20
Chad Painchaud,3,CAN,N,24,184,73,0,600000,58,40,84,62,64,63,56,40,56,57,49,63,59,60
Chad Wiseman,2,CAN,N,30,209,73,0,600000,70,40,69,69,79,64,63,40,62,63,48,71,65,75
Charles Linglet,2,CAN,N,28,212,74,3,600000,72,40,79,58,81,65,56,40,57,55,52,70,63,50
Charlie Kronschnabel,1,USA,N,28,209,76,0,600000,70,40,76,50,79,63,52,40,53,52,52,65,63,15
Chase Trull,3,CAN,N,26,210,75,0,600000,71,40,84,50,80,63,53,40,53,54,46,63,61,45
Chaz Johnson,3,CAN,N,27,205,73,0,600000,68,43,61,50,77,63,52,40,52,52,51,70,67,95
Chris Bourque,2,USA,Y,24,181,67,0,500000,70,42,79,79,61,74,66,40,68,65,54,67,63,50
Chris Butler,4,USA,Y,24,185,73,2,850000,65,40,83,66,65,74,74,40,75,62,67,68,65,45
Chris Frank,4,USA,N,25,230,73,0,600000,81,40,44,50,90,65,51,40,52,50,50,61,60,45
Chris Korchinski,1,CAN,N,25,185,72,0,600000,58,40,84,50,65,63,50,40,50,50,45,63,60,60
Chris Lawrence,1,CAN,N,24,199,76,0,600000,65,40,69,54,74,63,52,40,52,54,52,61,59,60
Chris Lee,4,CAN,N,30,185,72,0,600000,58,40,83,64,65,70,57,40,58,54,53,70,65,15
Chris Mueller,1,USA,N,25,180,70,1,500000,56,40,77,61,60,63,54,40,55,53,53,60,60,1
Chris Murray,4,USA,N,26,185,74,0,600000,58,40,57,58,65,66,53,40,55,51,50,62,61,35
Chris St. Croix,4,USA,N,32,200,75,0,600000,66,40,69,50,75,65,50,40,50,50,50,77,67,15
Chris Stewart,3,CAN,Y,22,228,74,3,850000,76,63,83,75,86,82,78,48,77,78,62,55,55,99
Chris Zarb,4,USA,N,26,197,76,0,600000,64,40,69,50,73,65,50,40,50,50,50,62,61,40
Christian Hanson,3,USA,Y,24,202,75,3,800000,57,40,81,77,76,85,63,42,66,67,46,62,61,60
Claude Giroux,3,CAN,Y,23,172,71,2,900000,56,40,83,85,52,81,76,64,77,71,66,67,67,42
Clayton Stoner,4,CAN,Y,25,205,75,2,600000,64,67,77,62,77,72,68,40,64,56,66,65,65,30
Cleve Kinley,4,CAN,N,27,190,72,0,600000,61,40,89,50,70,65,50,40,50,50,50,64,62,30
Cliff Loya,4,CAN,N,29,190,74,0,600000,61,40,78,57,70,65,53,40,55,51,50,66,64,25
Codey Burki,1,CAN,N,23,195,73,0,600000,63,40,78,60,72,68,55,47,55,56,54,63,58,10
Cody Franson,4,CAN,Y,23,205,76,2,850000,67,40,88,72,75,79,63,40,74,67,66,62,59,5
Cody Wild,4,USA,N,23,205,73,0,600000,68,40,75,55,77,65,54,40,56,52,50,58,58,55
Colin Hemingway,1,CAN,N,30,195,72,0,600000,63,40,89,57,72,64,54,40,56,50,50,68,65,55
Colin McDonald,3,USA,N,26,205,75,3,550000,68,43,67,62,77,61,60,40,54,58,60,61,61,45
Colin Murphy,3,CAN,N,31,195,72,0,600000,63,40,69,66,72,64,59,40,59,60,52,70,66,30
Colin Nicholson,1,CAN,N,28,200,71,0,600000,66,40,84,62,75,63,58,40,61,52,46,66,63,80
Colin Stuart,2,USA,N,28,205,74,0,600000,68,40,71,67,77,64,55,41,61,63,74,67,71,55
Colton Fretter,1,CAN,N,29,187,71,0,600000,59,40,79,66,67,64,58,40,57,60,53,66,64,35
Connor James,2,CAN,N,27,180,70,0,600000,50,40,79,68,60,71,60,40,58,59,54,70,67,1
Corey Locke,1,CAN,N,26,168,70,0,600000,50,41,85,84,48,75,66,44,67,63,50,67,63,10
Corey Potter,4,USA,N,27,195,74,0,600000,63,46,69,66,72,74,68,40,68,65,59,65,62,40
Corey Quirk,1,USA,N,24,180,70,0,600000,56,40,77,70,60,63,60,41,58,64,48,59,59,15
Cory Emmerton,2,CAN,Y,22,190,72,0,600000,61,40,84,65,70,68,58,49,59,56,52,62,57,40
Cory Larose,1,CAN,N,35,190,72,0,600000,61,40,75,71,70,68,62,47,60,63,53,77,70,1
Cory Urquhart,1,CAN,N,26,196,75,0,600000,64,40,84,54,73,61,52,42,52,53,50,70,61,1
Craig Switzer,4,CAN,N,26,200,73,0,600000,66,40,89,50,75,65,50,40,50,50,50,63,61,40
Craig Weller,3,CAN,N,29,220,76,0,600000,84,88,52,66,85,66,60,41,61,61,56,75,76,55
Curtis Fraser,1,CAN,N,29,200,74,0,600000,66,49,61,52,75,64,52,48,52,52,50,67,74,30
D.J. King,2,CAN,N,26,228,74,0,600000,98,75,79,74,89,67,60,40,61,59,53,66,69,75
Dale Weise,3,CAN,Y,22,206,74,0,600000,69,43,72,56,78,64,55,40,55,56,54,60,62,95
Dan Bertram,3,CAN,N,24,175,72,0,600000,53,43,66,59,55,64,52,40,53,53,55,59,64,65
Dan Charleston,1,USA,N,26,180,68,0,600000,56,40,57,50,60,63,50,40,50,50,47,64,61,50
Dan Collins,3,USA,N,24,195,74,0,600000,63,40,75,54,72,61,52,40,51,53,52,63,59,65
Dan DaSilva,3,CAN,N,25,195,73,0,600000,63,40,64,64,72,63,58,40,57,59,52,64,60,5
Dan Gendur,3,CAN,N,23,190,71,0,600000,61,40,80,54,70,63,51,40,51,53,47,61,58,50
Dan Lacouture,2,USA,N,33,215,74,0,500000,63,44,61,64,82,63,63,42,60,64,51,79,78,30
Dan Ryder,1,CAN,N,23,193,71,0,600000,62,40,82,63,71,64,67,45,56,53,50,62,61,30
Dan Smith,4,CAN,N,34,215,75,0,600000,73,49,66,50,82,66,51,40,51,51,55,77,69,1
Dan Spang,4,USA,N,27,205,72,0,600000,68,40,84,62,77,66,58,40,60,56,50,63,62,50
Dane Crowley,4,CAN,N,24,210,74,0,600000,71,40,69,60,80,65,58,40,57,59,50,63,59,45
Danick Paquette,3,CAN,N,20,210,72,0,600000,71,40,37,68,80,63,57,40,57,58,47,58,66,40
Daniel Rahimi,4,SWE,N,24,220,74,0,600000,76,40,72,50,85,68,65,40,59,55,55,60,59,60
Daniel Tjarnqvist,4,SWE,N,34,207,73,0,600000,53,40,80,74,78,71,60,40,62,62,66,93,92,10
Danny Groulx,4,CAN,N,29,203,72,0,600000,67,43,80,62,76,70,58,40,61,53,56,75,66,20
Danny Irmen,3,USA,N,26,190,72,0,600000,61,40,78,58,70,64,54,40,54,54,54,66,61,65
Danny Richmond,4,USA,Y,26,194,72,2,700000,63,63,54,58,72,66,54,40,55,52,56,71,65,10
Darryl Smith,1,CAN,N,24,190,73,0,600000,61,40,69,50,70,68,50,41,50,50,47,63,60,20
Daryl Boyle,4,CAN,N,24,191,73,0,600000,61,40,80,57,70,70,53,40,54,52,52,63,59,45
David Desharnais,1,CAN,N,23,177,67,2,750000,54,40,84,74,57,68,62,78,62,60,63,66,60,73
David Kolomatis,4,USA,Y,21,186,72,0,600000,59,40,89,50,66,65,50,40,50,50,50,59,56,60
David Laliberte,2,CAN,Y,25,206,73,2,500000,64,40,77,66,78,68,63,40,61,65,59,67,62,55
David Marshall,1,USA,N,26,185,71,0,600000,58,40,67,67,65,63,58,40,59,58,48,63,61,40
David Meckler,1,USA,N,23,184,72,0,600000,58,40,82,63,64,66,56,40,55,57,51,62,58,65
David Schulz,4,CAN,N,25,210,76,0,600000,71,40,61,50,80,65,52,40,53,51,50,65,60,45
David Spina,2,USA,N,27,185,70,0,600000,58,40,77,75,65,71,64,40,65,61,52,63,62,25
David Stich,4,CZE,Y,22,215,74,0,600000,73,40,75,59,82,66,54,40,55,54,50,60,57,55
David Urquhart,4,CAN,N,26,190,72,0,600000,61,40,77,58,70,65,53,40,53,54,56,62,61,35
David Van Der Gulik,3,CAN,Y,27,185,71,2,500000,66,43,73,70,65,66,62,40,64,60,59,66,65,5
Dean Arsene,4,CAN,N,30,210,74,2,625000,77,90,55,50,80,76,53,40,54,52,63,78,74,5
Denis Reul,4,GER,Y,21,226,76,0,600000,79,40,65,50,88,65,53,40,55,50,50,58,56,65
Dennis Packard,2,CAN,N,29,233,78,0,600000,82,40,73,50,91,63,51,40,52,50,52,67,64,70
Dennis Persson,4,SWE,Y,22,181,73,0,600000,56,40,74,60,61,65,54,40,55,51,50,58,57,80
Dennis Seidenberg,4,DEU,N,30,210,73,2,2250000,91,44,86,76,80,88,77,40,80,69,77,87,85,1
Denny Johnston,3,CAN,N,29,202,72,0,600000,67,40,38,54,76,63,53,41,52,54,45,67,64,1
Derek Couture,3,CAN,N,27,205,73,0,600000,68,40,61,55,77,63,54,40,54,54,50,67,62,50
Derek Dorsett,2,CAN,Y,24,187,71,2,500000,88,81,57,72,67,73,64,41,66,62,67,69,76,25
Derek Joslin,4,CAN,Y,23,205,73,2,650000,57,40,79,64,77,73,64,40,65,63,66,68,65,60
Derek Nesbitt,3,CAN,N,29,185,72,0,600000,58,40,87,62,65,64,55,40,56,55,53,68,64,55
